#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Safety","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Safety","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Safety",,,"Safety","Y:\catitus\Safety","catitus","True","Y:\","","9/21/2018 3:23:24 PM","9/21/2018 7:23:24 PM","8/22/2019 8:58:16 AM","8/22/2019 12:58:16 PM","8/22/2019 8:58:16 AM","8/22/2019 12:58:16 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\9699_Leukocyte Alkaline Phosphatase _LAP_ Score_Test Obsolete_081610.doc - attachment.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","9699_Leukocyte Alkaline Phosphatase _LAP_ Score_Test Obsolete_081610.doc - attachment.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","9699_Leukocyte Alkaline Phosphatase _LAP_ Score_Test Obsolete_081610.doc - attachment",,,"9699_Leukocyte Alkaline Phosphatase _LAP_ Score_Test Obsolete_081610.doc - attachment.pdf","Y:\catitus\9699_Leukocyte Alkaline Phosphatase _LAP_ Score_Test Obsolete_081610.doc - attachment.pdf",,"True",,".pdf","5/26/2016 4:03:55 PM","5/26/2016 8:03:55 PM","5/26/2016 4:03:55 PM","5/26/2016 8:03:55 PM","5/26/2016 4:03:55 PM","5/26/2016 8:03:55 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\ASCP Results.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","ASCP Results.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","ASCP Results",,,"ASCP Results.xlsx","Y:\catitus\ASCP Results.xlsx",,"True",,".xlsx","7/1/2016 10:12:01 AM","7/1/2016 2:12:01 PM","7/1/2016 10:49:36 AM","7/1/2016 2:49:36 PM","7/1/2016 10:49:36 AM","7/1/2016 2:49:36 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Copy of Copy of Diff worksheet for student lab.xls","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Copy of Copy of Diff worksheet for student lab.xls","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Copy of Copy of Diff worksheet for student lab",,,"Copy of Copy of Diff worksheet for student lab.xls","Y:\catitus\Copy of Copy of Diff worksheet for student lab.xls",,"True",,".xls","5/11/2016 8:44:50 AM","5/11/2016 12:44:50 PM","5/11/2016 8:44:50 AM","5/11/2016 12:44:50 PM","5/11/2016 8:44:50 AM","5/11/2016 12:44:50 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Essay Querstions-.docx","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Essay Querstions-.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Essay Querstions-",,,"Essay Querstions-.docx","Y:\catitus\Essay Querstions-.docx",,"True",,".docx","6/9/2016 9:46:10 AM","6/9/2016 1:46:10 PM","6/9/2016 10:32:29 AM","6/9/2016 2:32:29 PM","6/9/2016 10:32:28 AM","6/9/2016 2:32:28 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Hazardous Waste OSHA Training Certificate Titus 2017.pub","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Hazardous Waste OSHA Training Certificate Titus 2017.pub","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Hazardous Waste OSHA Training Certificate Titus 2017",,,"Hazardous Waste OSHA Training Certificate Titus 2017.pub","Y:\catitus\Hazardous Waste OSHA Training Certificate Titus 2017.pub",,"True",,".pub","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","1/9/2017 12:48:54 PM","1/9/2017 5:48:54 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Lab Seating Template.docx","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Lab Seating Template.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Lab Seating Template",,,"Lab Seating Template.docx","Y:\catitus\Lab Seating Template.docx",,"True",,".docx","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","4/30/2018 9:08:50 AM","4/30/2018 1:08:50 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Lab Supervisor and Task Assignments F18.docx","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Lab Supervisor and Task Assignments F18.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Lab Supervisor and Task Assignments F18",,,"Lab Supervisor and Task Assignments F18.docx","Y:\catitus\Lab Supervisor and Task Assignments F18.docx",,"True",,".docx","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","8/7/2018 1:29:02 PM","8/7/2018 5:29:02 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Lab Supervisor and Task Assignments S18.docx","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Lab Supervisor and Task Assignments S18.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Lab Supervisor and Task Assignments S18",,,"Lab Supervisor and Task Assignments S18.docx","Y:\catitus\Lab Supervisor and Task Assignments S18.docx",,"True",,".docx","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","8/7/2018 3:01:07 PM","8/7/2018 7:01:07 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\P201 Laboratory Analysis of Albumin by Bromcresyl Green Dye binding method - Copy.docx","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","P201 Laboratory Analysis of Albumin by Bromcresyl Green Dye binding method - Copy.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","P201 Laboratory Analysis of Albumin by Bromcresyl Green Dye binding method - Copy",,,"P201 Laboratory Analysis of Albumin by Bromcresyl Green Dye binding method - Copy.docx","Y:\catitus\P201 Laboratory Analysis of Albumin by Bromcresyl Green Dye binding method - Copy.docx",,"True",,".docx","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","3/22/2017 4:21:15 PM","3/22/2017 8:21:15 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\PATH401 Phlebotomy, Monday, November 7, 2016.zip","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","PATH401 Phlebotomy, Monday, November 7, 2016.zip","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","PATH401 Phlebotomy, Monday, November 7, 2016",,,"PATH401 Phlebotomy, Monday, November 7, 2016.zip","Y:\catitus\PATH401 Phlebotomy, Monday, November 7, 2016.zip",,"True",,".zip","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","11/7/2016 8:59:40 AM","11/7/2016 1:59:40 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Reminder Comprehensive examination 2016.doc","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Reminder Comprehensive examination 2016.doc","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Reminder Comprehensive examination 2016",,,"Reminder Comprehensive examination 2016.doc","Y:\catitus\Reminder Comprehensive examination 2016.doc",,"True",,".doc","4/22/2016 1:56:43 PM","4/22/2016 5:56:43 PM","4/22/2016 1:56:43 PM","4/22/2016 5:56:43 PM","4/22/2016 1:56:43 PM","4/22/2016 5:56:43 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\Temperature Worksheet.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\catitus","Temperature Worksheet.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Temperature Worksheet",,,"Temperature Worksheet.xlsx","Y:\catitus\Temperature Worksheet.xlsx",,"True",,".xlsx","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/21/2018 3:23:58 PM","9/21/2018 7:23:58 PM","9/17/2018 12:13:57 PM","9/17/2018 4:13:57 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\3D Objects","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","3D Objects","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","3D Objects",,,"3D Objects","Y:\catitus\8-28-2019\3D Objects","8-28-2019","True","Y:\","","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Contacts","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","Contacts","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Contacts",,,"Contacts","Y:\catitus\8-28-2019\Contacts","8-28-2019","True","Y:\","","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","Desktop","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Desktop",,,"Desktop","Y:\catitus\8-28-2019\Desktop","8-28-2019","True","Y:\","","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","Documents","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Documents",,,"Documents","Y:\catitus\8-28-2019\Documents","8-28-2019","True","Y:\","","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Favorites","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","Favorites","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Favorites",,,"Favorites","Y:\catitus\8-28-2019\Favorites","8-28-2019","True","Y:\","","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Links","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","Links","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Links",,,"Links","Y:\catitus\8-28-2019\Links","8-28-2019","True","Y:\","","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Pictures","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","Pictures","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Pictures",,,"Pictures","Y:\catitus\8-28-2019\Pictures","8-28-2019","True","Y:\","","8/28/2019 11:18:32 AM","8/28/2019 3:18:32 PM","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Videos","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019","Videos","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Videos",,,"Videos","Y:\catitus\8-28-2019\Videos","8-28-2019","True","Y:\","","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","8/28/2019 11:18:45 AM","8/28/2019 3:18:45 PM","ReadOnly, Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop\Excel 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","Excel 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Excel 2016",,,"Excel 2016.lnk","Y:\catitus\8-28-2019\Desktop\Excel 2016.lnk",,"True",,".lnk","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","3/7/2019 11:35:36 AM","3/7/2019 4:35:36 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop\Internet Explorer.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","Internet Explorer.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Internet Explorer",,,"Internet Explorer.lnk","Y:\catitus\8-28-2019\Desktop\Internet Explorer.lnk",,"True",,".lnk","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","3/7/2019 11:36:33 AM","3/7/2019 4:36:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop\Outlook 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","Outlook 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Outlook 2016",,,"Outlook 2016.lnk","Y:\catitus\8-28-2019\Desktop\Outlook 2016.lnk",,"True",,".lnk","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","3/7/2019 11:35:42 AM","3/7/2019 4:35:42 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop\PowerPoint 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","PowerPoint 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","PowerPoint 2016",,,"PowerPoint 2016.lnk","Y:\catitus\8-28-2019\Desktop\PowerPoint 2016.lnk",,"True",,".lnk","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","3/7/2019 11:35:49 AM","3/7/2019 4:35:49 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop\quarentine.txt","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","quarentine.txt","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","quarentine",,,"quarentine.txt","Y:\catitus\8-28-2019\Desktop\quarentine.txt",,"True",,".txt","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 10:47:44 AM","8/28/2019 2:47:44 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop\SophosClientSetup.exe","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","SophosClientSetup.exe","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","SophosClientSetup",,,"SophosClientSetup.exe","Y:\catitus\8-28-2019\Desktop\SophosClientSetup.exe",,"True",,".exe","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","2/26/2018 1:32:03 PM","2/26/2018 6:32:03 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop\Word 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Desktop","Word 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Word 2016",,,"Word 2016.lnk","Y:\catitus\8-28-2019\Desktop\Word 2016.lnk",,"True",,".lnk","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","8/28/2019 11:08:11 AM","8/28/2019 3:08:11 PM","3/7/2019 11:35:55 AM","3/7/2019 4:35:55 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents\Bloodbank","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","Bloodbank","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Bloodbank",,,"Bloodbank","Y:\catitus\8-28-2019\Documents\Bloodbank","Documents","True","Y:\","","8/28/2019 11:08:14 AM","8/28/2019 3:08:14 PM","8/28/2019 11:08:16 AM","8/28/2019 3:08:16 PM","8/28/2019 11:08:16 AM","8/28/2019 3:08:16 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents\BodyFluids","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","BodyFluids","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","BodyFluids",,,"BodyFluids","Y:\catitus\8-28-2019\Documents\BodyFluids","Documents","True","Y:\","","8/28/2019 11:08:16 AM","8/28/2019 3:08:16 PM","8/28/2019 11:08:47 AM","8/28/2019 3:08:47 PM","8/28/2019 11:08:47 AM","8/28/2019 3:08:47 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents\Chemistry","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","Chemistry","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Chemistry",,,"Chemistry","Y:\catitus\8-28-2019\Documents\Chemistry","Documents","True","Y:\","","8/28/2019 11:08:47 AM","8/28/2019 3:08:47 PM","8/28/2019 11:08:51 AM","8/28/2019 3:08:51 PM","8/28/2019 11:08:51 AM","8/28/2019 3:08:51 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents\Class of 2017","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","Class of 2017","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Class of 2017",,,"Class of 2017","Y:\catitus\8-28-2019\Documents\Class of 2017","Documents","True","Y:\","","8/28/2019 11:08:54 AM","8/28/2019 3:08:54 PM","8/28/2019 11:09:16 AM","8/28/2019 3:09:16 PM","8/28/2019 11:09:16 AM","8/28/2019 3:09:16 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents\Class of 2018","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","Class of 2018","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Class of 2018",,,"Class of 2018","Y:\catitus\8-28-2019\Documents\Class of 2018","Documents","True","Y:\","","8/28/2019 11:09:20 AM","8/28/2019 3:09:20 PM","8/28/2019 11:09:22 AM","8/28/2019 3:09:22 PM","8/28/2019 11:09:22 AM","8/28/2019 3:09:22 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents\Class of 2019","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","Class of 2019","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Class of 2019",,,"Class of 2019","Y:\catitus\8-28-2019\Documents\Class of 2019","Documents","True","Y:\","","8/28/2019 11:09:22 AM","8/28/2019 3:09:22 PM","8/28/2019 11:09:25 AM","8/28/2019 3:09:25 PM","8/28/2019 11:09:25 AM","8/28/2019 3:09:25 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents\Class of 2020","Microsoft.PowerShell.Core\FileSystem::Y:\catitus\8-28-2019\Documents","Class of 2020","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Class of 2020",,,"Class of 2020","Y:\catitus\8-28-2019\Documents\Class of 2020","Documents","True","Y:\","","8/28/2019 11:09:47 AM","8/28/2019 3:09:47 PM","8/28/2019 11:09:53 AM","8/28/2019 3:09:53 PM","8/28/2019 11:09:53 AM","8/28/2019 3:09:53 PM","Directory, NotContentIndexed"
