#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\desktop-layout.jpg","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019","desktop-layout.jpg","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","desktop-layout",,,"desktop-layout.jpg","Y:\aclemmer\backup 5-28-2019\desktop-layout.jpg",,"True",,".jpg","5/28/2019 7:34:54 AM","5/28/2019 11:34:54 AM","5/28/2019 7:34:54 AM","5/28/2019 11:34:54 AM","5/28/2019 7:34:54 AM","5/28/2019 11:34:54 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\firefox-bookmarks.html","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019","firefox-bookmarks.html","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","firefox-bookmarks",,,"firefox-bookmarks.html","Y:\aclemmer\backup 5-28-2019\firefox-bookmarks.html",,"True",,".html","5/28/2019 7:36:19 AM","5/28/2019 11:36:19 AM","5/28/2019 7:36:19 AM","5/28/2019 11:36:19 AM","5/28/2019 7:36:19 AM","5/28/2019 11:36:19 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\IMG_3318.jpg","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019","IMG_3318.jpg","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","IMG_3318",,,"IMG_3318.jpg","Y:\aclemmer\backup 5-28-2019\IMG_3318.jpg",,"True",,".jpg","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","1/9/2019 9:58:08 AM","1/9/2019 2:58:08 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\names.docx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019","names.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","names",,,"names.docx","Y:\aclemmer\backup 5-28-2019\names.docx",,"True",,".docx","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","4/15/2019 3:34:31 PM","4/15/2019 7:34:31 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\ordiance.docx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019","ordiance.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","ordiance",,,"ordiance.docx","Y:\aclemmer\backup 5-28-2019\ordiance.docx",,"True",,".docx","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","1/3/2019 10:44:29 AM","1/3/2019 3:44:29 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Resident Rotations - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019","Resident Rotations - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Resident Rotations - Shortcut",,,"Resident Rotations - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Resident Rotations - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","5/28/2019 7:41:24 AM","5/28/2019 11:41:24 AM","7/25/2018 2:10:52 PM","7/25/2018 6:10:52 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\albouri lists","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","albouri lists","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","albouri lists",,,"albouri lists","Y:\aclemmer\backup 5-28-2019\Desktop\albouri lists","Desktop","True","Y:\","","5/28/2019 7:40:11 AM","5/28/2019 11:40:11 AM","5/28/2019 7:40:11 AM","5/28/2019 11:40:11 AM","5/28/2019 7:40:11 AM","5/28/2019 11:40:11 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\CBS SCHEDULES","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","CBS SCHEDULES","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","CBS SCHEDULES",,,"CBS SCHEDULES","Y:\aclemmer\backup 5-28-2019\Desktop\CBS SCHEDULES","Desktop","True","Y:\","","5/28/2019 7:40:12 AM","5/28/2019 11:40:12 AM","5/28/2019 7:40:13 AM","5/28/2019 11:40:13 AM","5/28/2019 7:40:13 AM","5/28/2019 11:40:13 AM","ReadOnly, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\changing milestones","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","changing milestones","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","changing milestones",,,"changing milestones","Y:\aclemmer\backup 5-28-2019\Desktop\changing milestones","Desktop","True","Y:\","","5/28/2019 7:40:13 AM","5/28/2019 11:40:13 AM","5/28/2019 7:40:13 AM","5/28/2019 11:40:13 AM","5/28/2019 7:40:13 AM","5/28/2019 11:40:13 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\Letter Templates","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","Letter Templates","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Letter Templates",,,"Letter Templates","Y:\aclemmer\backup 5-28-2019\Desktop\Letter Templates","Desktop","True","Y:\","","5/28/2019 7:40:14 AM","5/28/2019 11:40:14 AM","5/28/2019 7:40:19 AM","5/28/2019 11:40:19 AM","5/28/2019 7:40:19 AM","5/28/2019 11:40:19 AM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\MANUAL 2019","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","MANUAL 2019","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","MANUAL 2019",,,"MANUAL 2019","Y:\aclemmer\backup 5-28-2019\Desktop\MANUAL 2019","Desktop","True","Y:\","","5/28/2019 7:40:22 AM","5/28/2019 11:40:22 AM","5/28/2019 7:40:22 AM","5/28/2019 11:40:22 AM","5/28/2019 7:40:22 AM","5/28/2019 11:40:22 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\Meeting min templates","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","Meeting min templates","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Meeting min templates",,,"Meeting min templates","Y:\aclemmer\backup 5-28-2019\Desktop\Meeting min templates","Desktop","True","Y:\","","5/28/2019 7:40:22 AM","5/28/2019 11:40:22 AM","5/28/2019 7:40:23 AM","5/28/2019 11:40:23 AM","5/28/2019 7:40:23 AM","5/28/2019 11:40:23 AM","ReadOnly, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\settings","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","settings","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","settings",,,"settings","Y:\aclemmer\backup 5-28-2019\Desktop\settings","Desktop","True","Y:\","","5/28/2019 7:40:23 AM","5/28/2019 11:40:23 AM","5/28/2019 7:40:24 AM","5/28/2019 11:40:24 AM","5/28/2019 7:40:24 AM","5/28/2019 11:40:24 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\Shower","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","Shower","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Shower",,,"Shower","Y:\aclemmer\backup 5-28-2019\Desktop\Shower","Desktop","True","Y:\","","5/28/2019 7:40:24 AM","5/28/2019 11:40:24 AM","5/28/2019 7:40:29 AM","5/28/2019 11:40:29 AM","5/28/2019 7:40:29 AM","5/28/2019 11:40:29 AM","Directory"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\survival guide","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","survival guide","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","survival guide",,,"survival guide","Y:\aclemmer\backup 5-28-2019\Desktop\survival guide","Desktop","True","Y:\","","5/28/2019 7:40:30 AM","5/28/2019 11:40:30 AM","5/28/2019 7:40:34 AM","5/28/2019 11:40:34 AM","5/28/2019 7:40:34 AM","5/28/2019 11:40:34 AM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\1. Keep Track - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","1. Keep Track - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","1. Keep Track - Shortcut",,,"1. Keep Track - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\1. Keep Track - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","2/21/2019 10:34:10 AM","2/21/2019 3:34:10 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\1. PATHOLOGY - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","1. PATHOLOGY - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","1. PATHOLOGY - Shortcut",,,"1. PATHOLOGY - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\1. PATHOLOGY - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","8/1/2018 3:23:46 PM","8/1/2018 7:23:46 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\2. HEME - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","2. HEME - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2. HEME - Shortcut",,,"2. HEME - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\2. HEME - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","8/1/2018 3:24:52 PM","8/1/2018 7:24:52 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\2. My Pass's.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","2. My Pass's.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2. My Pass's",,,"2. My Pass's.xlsx","Y:\aclemmer\backup 5-28-2019\Desktop\2. My Pass's.xlsx",,"True",,".xlsx","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/16/2019 1:49:50 PM","5/16/2019 5:49:50 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\2018 - Shortcut (2).lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","2018 - Shortcut (2).lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2018 - Shortcut (2)",,,"2018 - Shortcut (2).lnk","Y:\aclemmer\backup 5-28-2019\Desktop\2018 - Shortcut (2).lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","7/23/2018 8:47:00 AM","7/23/2018 12:47:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\2019 - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","2019 - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2019 - Shortcut",,,"2019 - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\2019 - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","4/9/2019 2:26:33 PM","4/9/2019 6:26:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\3. My Book.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","3. My Book.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","3. My Book",,,"3. My Book.xlsx","Y:\aclemmer\backup 5-28-2019\Desktop\3. My Book.xlsx",,"True",,".xlsx","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/24/2019 10:33:17 AM","5/24/2019 2:33:17 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\3. SURGICAL PATHOLOGY - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","3. SURGICAL PATHOLOGY - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","3. SURGICAL PATHOLOGY - Shortcut",,,"3. SURGICAL PATHOLOGY - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\3. SURGICAL PATHOLOGY - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","8/1/2018 3:24:17 PM","8/1/2018 7:24:17 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\4. CYTOLOGY - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","4. CYTOLOGY - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4. CYTOLOGY - Shortcut",,,"4. CYTOLOGY - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\4. CYTOLOGY - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","8/1/2018 3:24:33 PM","8/1/2018 7:24:33 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\C. conf.Sign in sheet AC-2-17-.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","C. conf.Sign in sheet AC-2-17-.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","C. conf.Sign in sheet AC-2-17-",,,"C. conf.Sign in sheet AC-2-17-.xlsx","Y:\aclemmer\backup 5-28-2019\Desktop\C. conf.Sign in sheet AC-2-17-.xlsx",,"True",,".xlsx","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","3/29/2019 11:38:56 AM","3/29/2019 3:38:56 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\Candidate evaluation was improved.docx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","Candidate evaluation was improved.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Candidate evaluation was improved",,,"Candidate evaluation was improved.docx","Y:\aclemmer\backup 5-28-2019\Desktop\Candidate evaluation was improved.docx",,"True",,".docx","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/24/2019 1:56:13 PM","5/24/2019 5:56:13 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\Conf Schedule Checklist 2018 (Autosaved) - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","Conf Schedule Checklist 2018 (Autosaved) - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Conf Schedule Checklist 2018 (Autosaved) - Shortcut",,,"Conf Schedule Checklist 2018 (Autosaved) - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\Conf Schedule Checklist 2018 (Autosaved) - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","2/21/2019 10:25:28 AM","2/21/2019 3:25:28 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\Email list for committees.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","Email list for committees.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Email list for committees",,,"Email list for committees.xlsx","Y:\aclemmer\backup 5-28-2019\Desktop\Email list for committees.xlsx",,"True",,".xlsx","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/14/2019 3:31:52 PM","5/14/2019 7:31:52 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\MONTHS TO SET EVALUATIONS.docx","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","MONTHS TO SET EVALUATIONS.docx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","MONTHS TO SET EVALUATIONS",,,"MONTHS TO SET EVALUATIONS.docx","Y:\aclemmer\backup 5-28-2019\Desktop\MONTHS TO SET EVALUATIONS.docx",,"True",,".docx","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","4/17/2019 11:06:20 AM","4/17/2019 3:06:20 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\open.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","open.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","open",,,"open.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\open.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","11/2/2012 10:23:19 AM","11/2/2012 2:23:19 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\Orientation 2019 - Shortcut.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","Orientation 2019 - Shortcut.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Orientation 2019 - Shortcut",,,"Orientation 2019 - Shortcut.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\Orientation 2019 - Shortcut.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","3/28/2019 11:40:08 AM","3/28/2019 3:40:08 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop\scan keep for EVALUE.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\aclemmer\backup 5-28-2019\Desktop","scan keep for EVALUE.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","scan keep for EVALUE",,,"scan keep for EVALUE.lnk","Y:\aclemmer\backup 5-28-2019\Desktop\scan keep for EVALUE.lnk",,"True",,".lnk","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","5/28/2019 7:40:10 AM","5/28/2019 11:40:10 AM","6/26/2018 12:39:11 PM","6/26/2018 4:39:11 PM","Archive"
