#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\DA-FUND-LI-FUNC Lists.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin","DA-FUND-LI-FUNC Lists.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","DA-FUND-LI-FUNC Lists",,,"DA-FUND-LI-FUNC Lists.xlsx","Y:\Cheryl-Erin\DA-FUND-LI-FUNC Lists.xlsx",,"True",,".xlsx","2/8/2019 11:50:59 AM","2/8/2019 4:50:59 PM","12/18/2019 10:29:02 AM","12/18/2019 3:29:02 PM","1/20/2017 8:37:51 AM","1/20/2017 1:37:51 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files","Miscellaneous Receipts","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Miscellaneous Receipts",,,"Miscellaneous Receipts","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","2019 Files","True","Y:\","","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:41 AM","12/10/2019 1:30:41 PM","12/10/2019 8:30:41 AM","12/10/2019 1:30:41 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\State Accounts","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files","State Accounts","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","State Accounts",,,"State Accounts","Y:\Cheryl-Erin\2019 Files\State Accounts","2019 Files","True","Y:\","","12/10/2019 8:29:46 AM","12/10/2019 1:29:46 PM","12/10/2019 8:30:14 AM","12/10/2019 1:30:14 PM","12/10/2019 8:30:14 AM","12/10/2019 1:30:14 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","CHECK COPIES","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","CHECK COPIES",,,"CHECK COPIES","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","Miscellaneous Receipts","True","Y:\","","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","PAID MR","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","PAID MR",,,"PAID MR","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","Miscellaneous Receipts","True","Y:\","","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","12/10/2019 8:30:41 AM","12/10/2019 1:30:41 PM","12/10/2019 8:30:41 AM","12/10/2019 1:30:41 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\TRANSMITTALS","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","TRANSMITTALS","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","TRANSMITTALS",,,"TRANSMITTALS","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\TRANSMITTALS","Miscellaneous Receipts","True","Y:\","","12/10/2019 8:30:41 AM","12/10/2019 1:30:41 PM","12/10/2019 8:30:42 AM","12/10/2019 1:30:42 PM","12/10/2019 8:30:42 AM","12/10/2019 1:30:42 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\4920920190528W.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","4920920190528W.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920190528W",,,"4920920190528W.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\4920920190528W.xlsx",,"True",,".xlsx","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","5/28/2019 7:42:33 AM","5/28/2019 11:42:33 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\4920920190610W.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","4920920190610W.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920190610W",,,"4920920190610W.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\4920920190610W.xlsx",,"True",,".xlsx","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","6/10/2019 1:02:56 PM","6/10/2019 5:02:56 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\4920920190624W.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","4920920190624W.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920190624W",,,"4920920190624W.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\4920920190624W.xlsx",,"True",,".xlsx","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","6/26/2019 8:49:50 AM","6/26/2019 12:49:50 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\Check Log.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","Check Log.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Check Log",,,"Check Log.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\Check Log.xlsx",,"True",,".xlsx","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","6/19/2019 10:36:02 AM","6/19/2019 2:36:02 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\MISCELLANEOUS RECEIPT.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","MISCELLANEOUS RECEIPT.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","MISCELLANEOUS RECEIPT",,,"MISCELLANEOUS RECEIPT.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\MISCELLANEOUS RECEIPT.xlsx",,"True",,".xlsx","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","8/30/2018 11:30:55 AM","8/30/2018 3:30:55 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\MR Log.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts","MR Log.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","MR Log",,,"MR Log.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\MR Log.xlsx",,"True",,".xlsx","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","12/10/2019 8:30:32 AM","12/10/2019 1:30:32 PM","7/12/2019 8:19:27 AM","7/12/2019 12:19:27 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_02_26_08_28_18.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","2019_02_26_08_28_18.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2019_02_26_08_28_18",,,"2019_02_26_08_28_18.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_02_26_08_28_18.pdf",,"True",,".pdf","12/10/2019 8:30:33 AM","12/10/2019 1:30:33 PM","12/10/2019 8:30:33 AM","12/10/2019 1:30:33 PM","2/26/2019 8:28:29 AM","2/26/2019 1:28:29 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_04_09_09_08_28.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","2019_04_09_09_08_28.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2019_04_09_09_08_28",,,"2019_04_09_09_08_28.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_04_09_09_08_28.pdf",,"True",,".pdf","12/10/2019 8:30:33 AM","12/10/2019 1:30:33 PM","12/10/2019 8:30:33 AM","12/10/2019 1:30:33 PM","4/9/2019 9:08:38 AM","4/9/2019 1:08:38 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_06_06_08_56_54.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","2019_06_06_08_56_54.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2019_06_06_08_56_54",,,"2019_06_06_08_56_54.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_06_06_08_56_54.pdf",,"True",,".pdf","12/10/2019 8:30:33 AM","12/10/2019 1:30:33 PM","12/10/2019 8:30:33 AM","12/10/2019 1:30:33 PM","6/6/2019 8:57:02 AM","6/6/2019 12:57:02 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_06_19_10_38_51.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","2019_06_19_10_38_51.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","2019_06_19_10_38_51",,,"2019_06_19_10_38_51.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\2019_06_19_10_38_51.pdf",,"True",,".pdf","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","6/19/2019 10:38:54 AM","6/19/2019 2:38:54 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920180830 FY18.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","4920920180830 FY18.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180830 FY18",,,"4920920180830 FY18.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920180830 FY18.pdf",,"True",,".pdf","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","8/30/2018 11:43:45 AM","8/30/2018 3:43:45 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920180830 FY19.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","4920920180830 FY19.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180830 FY19",,,"4920920180830 FY19.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920180830 FY19.pdf",,"True",,".pdf","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","8/30/2018 11:58:51 AM","8/30/2018 3:58:51 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920181127.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","4920920181127.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920181127",,,"4920920181127.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920181127.pdf",,"True",,".pdf","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","12/10/2019 8:30:34 AM","12/10/2019 1:30:34 PM","11/27/2018 9:25:32 AM","11/27/2018 2:25:32 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920190207.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","4920920190207.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920190207",,,"4920920190207.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920190207.pdf",,"True",,".pdf","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","2/7/2019 7:58:52 AM","2/7/2019 12:58:52 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920190530.pdf","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES","4920920190530.pdf","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920190530",,,"4920920190530.pdf","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\CHECK COPIES\4920920190530.pdf",,"True",,".pdf","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","5/30/2019 8:35:22 AM","5/30/2019 12:35:22 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180614BW.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180614BW.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180614BW",,,"4920920180614BW.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180614BW.xlsx",,"True",,".xlsx","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","6/14/2018 3:56:13 PM","6/14/2018 7:56:13 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180629W.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180629W.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180629W",,,"4920920180629W.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180629W.xlsx",,"True",,".xlsx","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","12/10/2019 8:30:35 AM","12/10/2019 1:30:35 PM","6/29/2018 11:23:04 AM","6/29/2018 3:23:04 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180723A.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180723A.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180723A",,,"4920920180723A.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180723A.xlsx",,"True",,".xlsx","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","7/23/2018 8:42:58 AM","7/23/2018 12:42:58 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180723B.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180723B.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180723B",,,"4920920180723B.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180723B.xlsx",,"True",,".xlsx","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","7/23/2018 8:43:52 AM","7/23/2018 12:43:52 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180726CC.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180726CC.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180726CC",,,"4920920180726CC.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180726CC.xlsx",,"True",,".xlsx","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","7/26/2018 3:23:51 PM","7/26/2018 7:23:51 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180730W.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180730W.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180730W",,,"4920920180730W.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180730W.xlsx",,"True",,".xlsx","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","7/30/2018 9:59:54 AM","7/30/2018 1:59:54 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180806cc.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180806cc.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180806cc",,,"4920920180806cc.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180806cc.xlsx",,"True",,".xlsx","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","8/6/2018 1:41:07 PM","8/6/2018 5:41:07 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180824W.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR","4920920180824W.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","4920920180824W",,,"4920920180824W.xlsx","Y:\Cheryl-Erin\2019 Files\Miscellaneous Receipts\PAID MR\4920920180824W.xlsx",,"True",,".xlsx","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","12/10/2019 8:30:36 AM","12/10/2019 1:30:36 PM","8/24/2018 9:47:31 AM","8/24/2018 1:47:31 PM","Archive, NotContentIndexed"
