#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\Weed.xlsx","Microsoft.PowerShell.Core\FileSystem::Y:\Billing","Weed.xlsx","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Weed",,,"Weed.xlsx","Y:\Billing\Weed.xlsx",,"True",,".xlsx","6/8/2017 11:49:15 AM","6/8/2017 3:49:15 PM","6/26/2019 2:35:48 PM","6/26/2019 6:35:48 PM","6/26/2019 2:35:48 PM","6/26/2019 6:35:48 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#118","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#118","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#118",,,"#118","Y:\Billing\4 WVUH Billing\#118","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#119","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#119","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#119",,,"#119","Y:\Billing\4 WVUH Billing\#119","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#120","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#120","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#120",,,"#120","Y:\Billing\4 WVUH Billing\#120","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#121","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#121","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#121",,,"#121","Y:\Billing\4 WVUH Billing\#121","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#122","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#122","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#122",,,"#122","Y:\Billing\4 WVUH Billing\#122","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#123","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#123","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#123",,,"#123","Y:\Billing\4 WVUH Billing\#123","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#124","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#124","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#124",,,"#124","Y:\Billing\4 WVUH Billing\#124","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#125","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#125","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#125",,,"#125","Y:\Billing\4 WVUH Billing\#125","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#126","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#126","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#126",,,"#126","Y:\Billing\4 WVUH Billing\#126","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#127","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#127","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#127",,,"#127","Y:\Billing\4 WVUH Billing\#127","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#128","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#128","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#128",,,"#128","Y:\Billing\4 WVUH Billing\#128","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#129","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#129","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#129",,,"#129","Y:\Billing\4 WVUH Billing\#129","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:17 PM","7/27/2016 4:59:17 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#130","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#130","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#130",,,"#130","Y:\Billing\4 WVUH Billing\#130","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#131","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#131","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#131",,,"#131","Y:\Billing\4 WVUH Billing\#131","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#132","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#132","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#132",,,"#132","Y:\Billing\4 WVUH Billing\#132","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#133","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#133","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#133",,,"#133","Y:\Billing\4 WVUH Billing\#133","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#134","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#134","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#134",,,"#134","Y:\Billing\4 WVUH Billing\#134","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#135","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#135","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#135",,,"#135","Y:\Billing\4 WVUH Billing\#135","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#136","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#136","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#136",,,"#136","Y:\Billing\4 WVUH Billing\#136","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#137","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#137","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#137",,,"#137","Y:\Billing\4 WVUH Billing\#137","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#138","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#138","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#138",,,"#138","Y:\Billing\4 WVUH Billing\#138","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:18 PM","7/27/2016 4:59:18 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#139","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#139","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#139",,,"#139","Y:\Billing\4 WVUH Billing\#139","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#140","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#140","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#140",,,"#140","Y:\Billing\4 WVUH Billing\#140","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#141","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#141","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#141",,,"#141","Y:\Billing\4 WVUH Billing\#141","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#142","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#142","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#142",,,"#142","Y:\Billing\4 WVUH Billing\#142","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#143","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#143","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#143",,,"#143","Y:\Billing\4 WVUH Billing\#143","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#143.0","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#143.0","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#143.0",,,"#143.0","Y:\Billing\4 WVUH Billing\#143.0","4 WVUH Billing","True","Y:\",".0","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","7/27/2016 12:59:19 PM","7/27/2016 4:59:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#144","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#144","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#144",,,"#144","Y:\Billing\4 WVUH Billing\#144","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#145","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#145","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#145",,,"#145","Y:\Billing\4 WVUH Billing\#145","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#146","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#146","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#146",,,"#146","Y:\Billing\4 WVUH Billing\#146","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#147","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#147","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#147",,,"#147","Y:\Billing\4 WVUH Billing\#147","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#148","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#148","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#148",,,"#148","Y:\Billing\4 WVUH Billing\#148","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#149","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#149","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#149",,,"#149","Y:\Billing\4 WVUH Billing\#149","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#150","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#150","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#150",,,"#150","Y:\Billing\4 WVUH Billing\#150","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#151","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#151","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#151",,,"#151","Y:\Billing\4 WVUH Billing\#151","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#152","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#152","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#152",,,"#152","Y:\Billing\4 WVUH Billing\#152","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#153","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#153","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#153",,,"#153","Y:\Billing\4 WVUH Billing\#153","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing\#154","Microsoft.PowerShell.Core\FileSystem::Y:\Billing\4 WVUH Billing","#154","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","#154",,,"#154","Y:\Billing\4 WVUH Billing\#154","4 WVUH Billing","True","Y:\","","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","7/27/2016 12:59:20 PM","7/27/2016 4:59:20 PM","Directory, NotContentIndexed"
