#TYPE System.IO.DirectoryInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","BaseName","Target","LinkType","Name","FullName","Parent","Exists","Root","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop\Excel 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop","Excel 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Excel 2016",,,"Excel 2016.lnk","Y:\amp0057\backup 12-19-2017\Desktop\Excel 2016.lnk",,"True",,".lnk","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","9/21/2017 3:00:39 AM","9/21/2017 7:00:39 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop\Outlook 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop","Outlook 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Outlook 2016",,,"Outlook 2016.lnk","Y:\amp0057\backup 12-19-2017\Desktop\Outlook 2016.lnk",,"True",,".lnk","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","9/21/2017 3:00:39 AM","9/21/2017 7:00:39 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop\PowerPoint 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop","PowerPoint 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","PowerPoint 2016",,,"PowerPoint 2016.lnk","Y:\amp0057\backup 12-19-2017\Desktop\PowerPoint 2016.lnk",,"True",,".lnk","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","9/21/2017 3:00:39 AM","9/21/2017 7:00:39 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop\Word 2016.lnk","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Desktop","Word 2016.lnk","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Word 2016",,,"Word 2016.lnk","Y:\amp0057\backup 12-19-2017\Desktop\Word 2016.lnk",,"True",,".lnk","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","9/21/2017 3:00:39 AM","9/21/2017 7:00:39 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Documents\Custom Office Templates","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Documents","Custom Office Templates","Y","Microsoft.PowerShell.Core\FileSystem","True","d-----","Custom Office Templates",,,"Custom Office Templates","Y:\amp0057\backup 12-19-2017\Documents\Custom Office Templates","Documents","True","Y:\","","12/19/2017 9:13:12 AM","12/19/2017 2:13:12 PM","12/19/2017 9:13:12 AM","12/19/2017 2:13:12 PM","9/5/2017 1:06:19 PM","9/5/2017 5:06:19 PM","Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites","Links","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Links",,,"Links","Y:\amp0057\backup 12-19-2017\Favorites\Links","Favorites","True","Y:\","","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","ReadOnly, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links for United States","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites","Links for United States","Y","Microsoft.PowerShell.Core\FileSystem","True","d-r---","Links for United States",,,"Links for United States","Y:\amp0057\backup 12-19-2017\Favorites\Links for United States","Favorites","True","Y:\","","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","ReadOnly, Directory, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\MyID.url","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites","MyID.url","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","MyID",,,"MyID.url","Y:\amp0057\backup 12-19-2017\Favorites\MyID.url",,"True",,".url","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/14/2017 1:59:38 PM","12/14/2017 6:59:38 PM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links\Suggested Sites.url","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links","Suggested Sites.url","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Suggested Sites",,,"Suggested Sites.url","Y:\amp0057\backup 12-19-2017\Favorites\Links\Suggested Sites.url",,"True",,".url","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","7/5/2017 7:42:00 AM","7/5/2017 11:42:00 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links\Web Slice Gallery.url","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links","Web Slice Gallery.url","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","Web Slice Gallery",,,"Web Slice Gallery.url","Y:\amp0057\backup 12-19-2017\Favorites\Links\Web Slice Gallery.url",,"True",,".url","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","7/5/2017 7:41:56 AM","7/5/2017 11:41:56 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links for United States\GobiernoUSA.gov.url","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links for United States","GobiernoUSA.gov.url","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","GobiernoUSA.gov",,,"GobiernoUSA.gov.url","Y:\amp0057\backup 12-19-2017\Favorites\Links for United States\GobiernoUSA.gov.url",,"True",,".url","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","7/5/2017 7:41:56 AM","7/5/2017 11:41:56 AM","Archive, NotContentIndexed"
"Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links for United States\USA.gov.url","Microsoft.PowerShell.Core\FileSystem::Y:\amp0057\backup 12-19-2017\Favorites\Links for United States","USA.gov.url","Y","Microsoft.PowerShell.Core\FileSystem","False","-a----","USA.gov",,,"USA.gov.url","Y:\amp0057\backup 12-19-2017\Favorites\Links for United States\USA.gov.url",,"True",,".url","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","12/19/2017 9:13:11 AM","12/19/2017 2:13:11 PM","7/5/2017 7:41:56 AM","7/5/2017 11:41:56 AM","Archive, NotContentIndexed"
